gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[1 0],policy[1 1],policy[1 2],policy[2 0],policy[2 1],policy[2 2],policy[3 0],policy[3 1],policy[3 2],policy[4 0],policy[4 1],policy[4 2]
184,323.636,296.086,296.086,296.086,296.059,296.059,296.059,296.028,296.028,296.028,295.993,295.993,295.993,295.957,295.957,295.957
185,333.167,304.861,304.861,304.861,304.835,304.835,304.835,304.803,304.803,304.803,304.768,304.768,304.768,304.733,304.733,304.733
186,342.977,313.894,313.894,313.894,313.868,313.868,313.868,313.836,313.836,313.836,313.801,313.801,313.801,313.765,313.765,313.765
187,353.075,323.192,323.192,323.192,323.165,323.165,323.165,323.134,323.134,323.134,323.099,323.099,323.099,323.063,323.063,323.063
188,363.469,332.762,332.762,332.762,332.735,332.735,332.735,332.704,332.704,332.704,332.669,332.669,332.669,332.633,332.633,332.633
189,374.167,342.612,342.612,342.612,342.586,342.586,342.586,342.554,342.554,342.554,342.519,342.519,342.519,342.484,342.484,342.484
190,385.179,352.752,352.752,352.752,352.725,352.725,352.725,352.694,352.694,352.694,352.659,352.659,352.659,352.623,352.623,352.623
191,396.513,363.188,363.188,363.188,363.161,363.161,363.161,363.13,363.13,363.13,363.095,363.095,363.095,363.059,363.059,363.059
192,408.179,373.93,373.93,373.93,373.904,373.904,373.904,373.872,373.872,373.872,373.837,373.837,373.837,373.802,373.802,373.802
193,420.188,384.987,384.987,384.987,384.961,384.961,384.961,384.929,384.929,384.929,384.895,384.895,384.895,384.859,384.859,384.859
194,432.548,396.369,396.369,396.369,396.342,396.342,396.342,396.311,396.311,396.311,396.276,396.276,396.276,396.24,396.24,396.24
195,445.271,408.083,408.083,408.083,408.057,408.057,408.057,408.026,408.026,408.026,407.991,407.991,407.991,407.955,407.955,407.955
196,458.366,420.142,420.142,420.142,420.115,420.115,420.115,420.084,420.084,420.084,420.049,420.049,420.049,420.013,420.013,420.013
197,471.845,432.552,432.552,432.552,432.525,432.525,432.525,432.494,432.494,432.494,432.459,432.459,432.459,432.423,432.423,432.423
198,485.719,445.323,445.323,445.323,445.297,445.297,445.297,445.266,445.266,445.266,445.231,445.231,445.231,445.195,445.195,445.195
199,500,458.436,458.436,458.436,458.411,458.411,458.411,458.382,458.382,458.382,458.349,458.349,458.349,458.313,458.313,458.313
